경력,기업형태,복리후생,기업수
신입,외국계(법인/투자),F4,14 
신입,외국계(법인/투자),F5,10 
신입,외국계(법인/투자),F6,24 
신입,외국계(법인/투자),F7,4 
신입,외국계(법인/투자),F8,3 
신입,외국계(법인/투자),F9,2 
신입,외국계(법인/투자),F10,1 
신입,외국계(법인/투자),F11,1 
신입,외국계(법인/투자),F12,0 
신입,외국계(법인/투자),F13,0 
신입,외국계(법인/투자),F14,0 
신입,외국계(법인/투자),G1,3 
신입,외국계(법인/투자),G2,10 
신입,외국계(법인/투자),G3,9 
신입,외국계(법인/투자),G4,0 
신입,외국계(법인/투자),G5,1 
신입,외국계(법인/투자),G6,2 
신입,외국계(법인/투자),G7,8 
신입,외국계(법인/투자),G8,11 
신입,외국계(법인/투자),G9,2 
신입,외국계(법인/투자),G10,8 
신입,외국계(법인/투자),G11,5 
신입,외국계(법인/투자),G12,0 
신입,외국계(법인/투자),G13,0 
신입,외국계(법인/투자),G14,2 
신입,외국계(법인/투자),G15,0 
신입,외국계(법인/투자),G16,2 
신입,외국계(법인/투자),G17,1 
신입,외국계(법인/투자),G18,0 
신입,외국계(법인/투자),G19,0 
신입,외국계(법인/투자),G20,0 
신입,외국계(법인/투자),H1,34 
신입,외국계(법인/투자),H2,12 
신입,외국계(법인/투자),H3,27 
신입,외국계(법인/투자),H4,27 
신입,외국계(법인/투자),H5,8 
신입,외국계(법인/투자),H6,10 
신입,외국계(법인/투자),H7,25 
신입,외국계(법인/투자),H8,5 
신입,외국계(법인/투자),H9,7 
신입,외국계(법인/투자),H10,25 
신입,외국계(법인/투자),H11,28 
신입,외국계(법인/투자),H12,14 
신입,외국계(법인/투자),H13,7 
신입,외국계(법인/투자),H14,8 
신입,외국계(법인/투자),H15,2 
신입,외국계(법인/투자),H16,1 
신입,금융기관,A1,1 
신입,금융기관,A2,0 
신입,금융기관,A3,0 
신입,금융기관,A4,1 
신입,금융기관,A5,1 
신입,금융기관,A6,0 
신입,금융기관,A7,0 
신입,금융기관,A8,0 
신입,금융기관,A9,0 
신입,금융기관,A10,0 
신입,금융기관,A11,0 
신입,금융기관,A12,0 
신입,금융기관,A13,0 
신입,금융기관,A14,0 
신입,금융기관,A15,0 
신입,금융기관,A16,0 
신입,금융기관,A17,0 
신입,금융기관,A18,0 
신입,금융기관,A19,0 
신입,금융기관,A20,0 
신입,금융기관,A21,0 
신입,금융기관,A22,0 
신입,금융기관,B1,1 
신입,금융기관,B2,2 
신입,금융기관,B3,3 
신입,금융기관,B4,4 
신입,금융기관,B5,3 
신입,금융기관,B6,0 
신입,금융기관,B7,2 
신입,금융기관,B8,0 
신입,금융기관,B9,0 
신입,금융기관,B10,0 
신입,금융기관,B11,1 
신입,금융기관,B12,2 
신입,금융기관,B13,0 
신입,금융기관,B14,2 
신입,금융기관,B15,0 
신입,금융기관,B16,0 
신입,금융기관,B17,1 
신입,금융기관,C1,2 
신입,금융기관,C2,1 
신입,금융기관,C3,0 
신입,금융기관,C4,0 
신입,금융기관,C5,0 
신입,금융기관,C6,0 
신입,금융기관,C7,0 
신입,금융기관,C8,0 
신입,금융기관,C9,1 
신입,금융기관,C10,0 
신입,금융기관,D1,1 
신입,금융기관,D2,3 
신입,금융기관,D3,3 
신입,금융기관,D4,0 
신입,금융기관,D5,3 
신입,금융기관,D6,3 
신입,금융기관,D7,2 
신입,금융기관,D8,1 
신입,금융기관,D9,0 
신입,금융기관,D10,0 
신입,금융기관,D11,3 
신입,금융기관,D12,0 
신입,금융기관,D13,2 
신입,금융기관,D14,1 
신입,금융기관,D15,0 
신입,금융기관,D16,1 
신입,금융기관,D17,0 
신입,금융기관,D18,0 
신입,금융기관,D19,0 
신입,금융기관,D20,1 
신입,금융기관,D21,0 
신입,금융기관,D22,0 
신입,금융기관,D23,1 
신입,금융기관,D24,0 
신입,금융기관,D25,1 
신입,금융기관,D26,0 
신입,금융기관,D27,0 
신입,금융기관,D28,0 
신입,금융기관,D29,0 
신입,금융기관,D30,0 
신입,금융기관,D31,0 
신입,금융기관,D32,0 
신입,금융기관,D33,1 
신입,금융기관,E1,1 
신입,금융기관,E2,0 
신입,금융기관,E3,1 
신입,금융기관,E4,0 
신입,금융기관,E5,4 
신입,금융기관,E6,1 
신입,금융기관,E7,3 
신입,금융기관,E8,0 
신입,금융기관,E9,1 
신입,금융기관,E10,1 
신입,금융기관,E11,0 
신입,금융기관,E12,0 
신입,금융기관,E13,0 
신입,금융기관,E14,0 
신입,금융기관,E15,0 
신입,금융기관,E16,0 
신입,금융기관,E17,0 
신입,금융기관,E18,0 
신입,금융기관,E19,0 
신입,금융기관,E20,0 
신입,금융기관,E21,1 
신입,금융기관,E22,2 
신입,금융기관,E23,1 
신입,금융기관,E24,0 
신입,금융기관,E25,1 
신입,금융기관,E26,2 
신입,금융기관,E27,0 
신입,금융기관,E28,1 
신입,금융기관,E29,0 
신입,금융기관,E30,0 
신입,금융기관,F1,0 
신입,금융기관,F2,0 
신입,금융기관,F3,1 
신입,금융기관,F4,2 
신입,금융기관,F5,1 
신입,금융기관,F6,1 
신입,금융기관,F7,0 
신입,금융기관,F8,0 
신입,금융기관,F9,0 
신입,금융기관,F10,0 
신입,금융기관,F11,0 
신입,금융기관,F12,0 
신입,금융기관,F13,0 
신입,금융기관,F14,0 
신입,금융기관,G1,0 
신입,금융기관,G2,0 
신입,금융기관,G3,0 
신입,금융기관,G4,0 
신입,금융기관,G5,0 
신입,금융기관,G6,0 
신입,금융기관,G7,0 
신입,금융기관,G8,1 
신입,금융기관,G9,0 
신입,금융기관,G10,0 
신입,금융기관,G11,1 
신입,금융기관,G12,0 
신입,금융기관,G13,0 
신입,금융기관,G14,0 
신입,금융기관,G15,0 
신입,금융기관,G16,1 
신입,금융기관,G17,0 
신입,금융기관,G18,0 
신입,금융기관,G19,0 
신입,금융기관,G20,0 
신입,금융기관,H1,1 
신입,금융기관,H2,1 
신입,금융기관,H3,1 
신입,금융기관,H4,1 
신입,금융기관,H5,0 
신입,금융기관,H6,0 
신입,금융기관,H7,3 
신입,금융기관,H8,1 
신입,금융기관,H9,0 
신입,금융기관,H10,2 
신입,금융기관,H11,2 
신입,금융기관,H12,1 
신입,금융기관,H13,0 
신입,금융기관,H14,0 
신입,금융기관,H15,0 
신입,금융기관,H16,0 
신입,공기업,A1,6 
신입,공기업,A2,4 
신입,공기업,A3,0 
신입,공기업,A4,0 
신입,공기업,A5,0 
신입,공기업,A6,0 
신입,공기업,A7,1 
신입,공기업,A8,1 
신입,공기업,A9,0 
신입,공기업,A10,2 
신입,공기업,A11,1 
신입,공기업,A12,0 
신입,공기업,A13,0 
신입,공기업,A14,0 
신입,공기업,A15,0 
신입,공기업,A16,0 
신입,공기업,A17,0 
신입,공기업,A18,1 
신입,공기업,A19,0 
신입,공기업,A20,0 
신입,공기업,A21,0 
신입,공기업,A22,0 
신입,공기업,B1,1 
신입,공기업,B2,2 
신입,공기업,B3,0 
신입,공기업,B4,0 
신입,공기업,B5,2 
신입,공기업,B6,1 
신입,공기업,B7,6 
신입,공기업,B8,0 
신입,공기업,B9,1 
신입,공기업,B10,1 
신입,공기업,B11,0 
신입,공기업,B12,0 
신입,공기업,B13,0 
신입,공기업,B14,0 
신입,공기업,B15,0 
신입,공기업,B16,0 
신입,공기업,B17,9 
신입,공기업,C1,6 
신입,공기업,C2,3 
신입,공기업,C3,1 
신입,공기업,C4,0 
신입,공기업,C5,0 
신입,공기업,C6,0 
신입,공기업,C7,0 
신입,공기업,C8,0 
신입,공기업,C9,0 
신입,공기업,C10,0 
신입,공기업,D1,4 
신입,공기업,D2,0 
신입,공기업,D3,2 
신입,공기업,D4,1 
신입,공기업,D5,0 
신입,공기업,D6,0 
신입,공기업,D7,0 
신입,공기업,D8,0 
신입,공기업,D9,0 
신입,공기업,D10,0 
신입,공기업,D11,0 
신입,공기업,D12,0 
신입,공기업,D13,2 
신입,공기업,D14,0 
신입,공기업,D15,0 
신입,공기업,D16,1 
신입,공기업,D17,7 
신입,공기업,D18,2 
신입,공기업,D19,1 
신입,공기업,D20,3 
신입,공기업,D21,0 
신입,공기업,D22,1 
신입,공기업,D23,0 
신입,공기업,D24,2 
신입,공기업,D25,2 
신입,공기업,D26,0 
신입,공기업,D27,0 
신입,공기업,D28,0 
신입,공기업,D29,0 
신입,공기업,D30,0 
신입,공기업,D31,0 
신입,공기업,D32,0 
신입,공기업,D33,1 
신입,공기업,E1,1 
신입,공기업,E2,4 
신입,공기업,E3,2 
신입,공기업,E4,0 
신입,공기업,E5,5 
신입,공기업,E6,1 
신입,공기업,E7,2 
신입,공기업,E8,0 
신입,공기업,E9,0 
신입,공기업,E10,2 
신입,공기업,E11,2 
신입,공기업,E12,2 
신입,공기업,E13,1 
신입,공기업,E14,3 
신입,공기업,E15,3 
신입,공기업,E16,0 
신입,공기업,E17,0 
신입,공기업,E18,2 
신입,공기업,E19,1 
신입,공기업,E20,0 
신입,공기업,E21,0 
신입,공기업,E22,5 
신입,공기업,E23,0 
신입,공기업,E24,1 
신입,공기업,E25,0 
신입,공기업,E26,6 
신입,공기업,E27,0 
신입,공기업,E28,0 
신입,공기업,E29,0 
신입,공기업,E30,0 
신입,공기업,F1,0 
신입,공기업,F2,0 
신입,공기업,F3,0 
신입,공기업,F4,6 
신입,공기업,F5,6 
신입,공기업,F6,7 
신입,공기업,F7,0 
신입,공기업,F8,1 
신입,공기업,F9,0 
신입,공기업,F10,0 
신입,공기업,F11,0 
신입,공기업,F12,0 
신입,공기업,F13,0 
신입,공기업,F14,0 
신입,공기업,G1,0 
신입,공기업,G2,1 
신입,공기업,G3,6 
신입,공기업,G4,0 
신입,공기업,G5,0 
신입,공기업,G6,0 
신입,공기업,G7,1 
신입,공기업,G8,1 
신입,공기업,G9,1 
신입,공기업,G10,1 
신입,공기업,G11,1 
신입,공기업,G12,0 
신입,공기업,G13,0 
신입,공기업,G14,0 
신입,공기업,G15,0 
신입,공기업,G16,0 
신입,공기업,G17,1 
신입,공기업,G18,0 
신입,공기업,G19,0 
신입,공기업,G20,0 
신입,공기업,H1,8 
신입,공기업,H2,2 
신입,공기업,H3,2 
신입,공기업,H4,4 
신입,공기업,H5,0 
신입,공기업,H6,6 
신입,공기업,H7,5 
신입,공기업,H8,0 
신입,공기업,H9,2 
신입,공기업,H10,3 
신입,공기업,H11,3 
신입,공기업,H12,0 
신입,공기업,H13,1 
신입,공기업,H14,1 
신입,공기업,H15,0 
신입,공기업,H16,1 
신입,교육기관,A1,1 
신입,교육기관,A2,0 
신입,교육기관,A3,0 
신입,교육기관,A4,1 
신입,교육기관,A5,3 
신입,교육기관,A6,0 
신입,교육기관,A7,0 
신입,교육기관,A8,0 
신입,교육기관,A9,0 
신입,교육기관,A10,0 
신입,교육기관,A11,0 
신입,교육기관,A12,0 
신입,교육기관,A13,0 
신입,교육기관,A14,0 
신입,교육기관,A15,0 
신입,교육기관,A16,0 
신입,교육기관,A17,0 
신입,교육기관,A18,0 
신입,교육기관,A19,0 
신입,교육기관,A20,0 
신입,교육기관,A21,0 
신입,교육기관,A22,0 
신입,교육기관,B1,2 
신입,교육기관,B2,4 
신입,교육기관,B3,2 
신입,교육기관,B4,3 
신입,교육기관,B5,3 
신입,교육기관,B6,2 
신입,교육기관,B7,3 
신입,교육기관,B8,2 
신입,교육기관,B9,0 
신입,교육기관,B10,0 
신입,교육기관,B11,2 
신입,교육기관,B12,0 
신입,교육기관,B13,0 
신입,교육기관,B14,2 
신입,교육기관,B15,0 
신입,교육기관,B16,0 
신입,교육기관,B17,9 
신입,교육기관,C1,5 
신입,교육기관,C2,0 
신입,교육기관,C3,5 
신입,교육기관,C4,0 
신입,교육기관,C5,0 
신입,교육기관,C6,0 
신입,교육기관,C7,0 
신입,교육기관,C8,0 
신입,교육기관,C9,0 
신입,교육기관,C10,2 
신입,교육기관,D1,1 
신입,교육기관,D2,1 
신입,교육기관,D3,3 
신입,교육기관,D4,2 
신입,교육기관,D5,5 
신입,교육기관,D6,2 
신입,교육기관,D7,0 
신입,교육기관,D8,0 
신입,교육기관,D9,2 
신입,교육기관,D10,0 
신입,교육기관,D11,1 
신입,교육기관,D12,1 
신입,교육기관,D13,0 
신입,교육기관,D14,1 
신입,교육기관,D15,1 
신입,교육기관,D16,1 
신입,교육기관,D17,0 
신입,교육기관,D18,0 
신입,교육기관,D19,1 
신입,교육기관,D20,1 
신입,교육기관,D21,0 
신입,교육기관,D22,0 
신입,교육기관,D23,0 
신입,교육기관,D24,0 
신입,교육기관,D25,2 
신입,교육기관,D26,0 
신입,교육기관,D27,0 
신입,교육기관,D28,0 
신입,교육기관,D29,0 
신입,교육기관,D30,0 
신입,교육기관,D31,0 
신입,교육기관,D32,0 
신입,교육기관,D33,0 
신입,교육기관,E1,0 
신입,교육기관,E2,0 
신입,교육기관,E3,4 
신입,교육기관,E4,0 
신입,교육기관,E5,4 
신입,교육기관,E6,1 
신입,교육기관,E7,1 
신입,교육기관,E8,0 
신입,교육기관,E9,1 
신입,교육기관,E10,0 
신입,교육기관,E11,0 
신입,교육기관,E12,0 
신입,교육기관,E13,0 
신입,교육기관,E14,0 
신입,교육기관,E15,0 
신입,교육기관,E16,0 
신입,교육기관,E17,0 
신입,교육기관,E18,0 
신입,교육기관,E19,0 
신입,교육기관,E20,0 
신입,교육기관,E21,0 
신입,교육기관,E22,2 
신입,교육기관,E23,0 
신입,교육기관,E24,0 
신입,교육기관,E25,0 
신입,교육기관,E26,1 
신입,교육기관,E27,0 
신입,교육기관,E28,0 
신입,교육기관,E29,0 
신입,교육기관,E30,0 
신입,교육기관,F1,0 
신입,교육기관,F2,0 
신입,교육기관,F3,0 
신입,교육기관,F4,3 
신입,교육기관,F5,3 
신입,교육기관,F6,2 
신입,교육기관,F7,0 
신입,교육기관,F8,0 
신입,교육기관,F9,0 
신입,교육기관,F10,0 
신입,교육기관,F11,0 
신입,교육기관,F12,0 
신입,교육기관,F13,0 
신입,교육기관,F14,0 
신입,교육기관,G1,0 
신입,교육기관,G2,0 
신입,교육기관,G3,0 
신입,교육기관,G4,0 
신입,교육기관,G5,0 
신입,교육기관,G6,0 
신입,교육기관,G7,1 
신입,교육기관,G8,1 
신입,교육기관,G9,0 
신입,교육기관,G10,0 
신입,교육기관,G11,0 
신입,교육기관,G12,0 
신입,교육기관,G13,0 
신입,교육기관,G14,0 
신입,교육기관,G15,0 
신입,교육기관,G16,0 
신입,교육기관,G17,0 
신입,교육기관,G18,0 
신입,교육기관,G19,0 
신입,교육기관,G20,0 
신입,교육기관,H1,7 
신입,교육기관,H2,3 
신입,교육기관,H3,1 
신입,교육기관,H4,2 
신입,교육기관,H5,0 
신입,교육기관,H6,1 
신입,교육기관,H7,1 
신입,교육기관,H8,1 
신입,교육기관,H9,0 
신입,교육기관,H10,1 
신입,교육기관,H11,3 
신입,교육기관,H12,0 
신입,교육기관,H13,0 
신입,교육기관,H14,0 
신입,교육기관,H15,0 
신입,교육기관,H16,0 
신입,수출입기업,A1,106 
신입,수출입기업,A2,14 
신입,수출입기업,A3,3 
신입,수출입기업,A4,18 
신입,수출입기업,A5,95 
신입,수출입기업,A6,22 
신입,수출입기업,A7,8 
신입,수출입기업,A8,18 
신입,수출입기업,A9,11 
신입,수출입기업,A10,0 
신입,수출입기업,A11,5 
신입,수출입기업,A12,14 
신입,수출입기업,A13,6 
신입,수출입기업,A14,27 
신입,수출입기업,A15,2 
신입,수출입기업,A16,10 
신입,수출입기업,A17,9 
신입,수출입기업,A18,2 
신입,수출입기업,A19,0 
신입,수출입기업,A20,1 
신입,수출입기업,A21,38 
신입,수출입기업,A22,0 
신입,수출입기업,B1,83 
신입,수출입기업,B2,77 
신입,수출입기업,B3,33 
신입,수출입기업,B4,78 
신입,수출입기업,B5,89 
신입,수출입기업,B6,15 
신입,수출입기업,B7,115 
신입,수출입기업,B8,22 
신입,수출입기업,B9,32 
신입,수출입기업,B10,46 
신입,수출입기업,B11,36 
신입,수출입기업,B12,30 
신입,수출입기업,B13,13 
신입,수출입기업,B14,26 
신입,수출입기업,B15,1 
신입,수출입기업,B16,20 
신입,수출입기업,B17,165 
신입,수출입기업,C1,83 
신입,수출입기업,C2,23 
신입,수출입기업,C3,59 
신입,수출입기업,C4,3 
신입,수출입기업,C5,7 
신입,수출입기업,C6,1 
신입,수출입기업,C7,7 
신입,수출입기업,C8,2 
신입,수출입기업,C9,8 
신입,수출입기업,C10,7 
신입,수출입기업,D1,30 
신입,수출입기업,D2,33 
신입,수출입기업,D3,71 
신입,수출입기업,D4,17 
신입,수출입기업,D5,54 
신입,수출입기업,D6,54 
신입,수출입기업,D7,24 
신입,수출입기업,D8,6 
신입,수출입기업,D9,43 
신입,수출입기업,D10,0 
신입,수출입기업,D11,8 
신입,수출입기업,D12,12 
신입,수출입기업,D13,7 
신입,수출입기업,D14,11 
신입,수출입기업,D15,30 
신입,수출입기업,D16,34 
신입,수출입기업,D17,44 
신입,수출입기업,D18,66 
신입,수출입기업,D19,56 
신입,수출입기업,D20,60 
신입,수출입기업,D21,27 
신입,수출입기업,D22,13 
신입,수출입기업,D23,18 
신입,수출입기업,D24,28 
신입,수출입기업,D25,83 
